file_name, width, height,id,xmin,ymin,xmax,ymax,class,text_label
000000000036.jpg,640,481,36,0.0,50.12,457.68,480.47,5,umbrella
000000000036.jpg,640,481,36,167.58,162.89,478.19000000000005,628.0799999999999,5,umbrella
000000000042.jpg,478,640,42,214.15,41.29,562.41,285.07,1,dog
000000000061.jpg,488,640,61,261.2,205.92,309.28,263.16,2,elephant
000000000061.jpg,488,640,61,393.39,210.34,425.92,250.08,2,elephant
000000000061.jpg,488,640,61,370.11,248.9,453.2000000000001,296.54,2,elephant
000000000061.jpg,488,640,61,223.25,250.1,365.17,327.81,2,elephant
000000000061.jpg,488,640,61,261.54,196.57,295.75,250.75,2,elephant
000000000074.jpg,426,640,74,2.75,3.66,162.15,316.06,1,dog
000000000074.jpg,426,640,74,295.55,93.96,313.97,152.79,1,dog
000000000074.jpg,426,640,74,326.94,97.05,340.49,122.98,1,dog
000000000074.jpg,426,640,74,277.11,103.84,292.44,150.72,1,dog
000000000074.jpg,426,640,74,356.62,95.47,372.33,147.55,1,dog
000000000074.jpg,426,640,74,462.08,105.09,493.74,146.99,1,dog
000000000074.jpg,426,640,74,61.87,276.25,358.29,379.43,1,dog
000000000074.jpg,426,640,74,282.65,103.41,294.34,127.66,1,dog
000000000109.jpg,416,640,109,74.56,197.85,80.85000000000001,213.13,1,dog
000000000109.jpg,416,640,109,604.26,271.45,613.45,282.75,1,dog
000000000109.jpg,416,640,109,585.88,268.35,604.07,291.17,1,dog
000000000109.jpg,416,640,109,448.37,281.77,488.66,304.96,1,dog
000000000109.jpg,416,640,109,376.6,261.49,411.06,285.24,1,dog
000000000109.jpg,416,640,109,548.02,249.59,552.5699999999999,257.7,1,dog
000000000109.jpg,416,640,109,512.89,271.42,534.13,304.15000000000003,1,dog
000000000109.jpg,416,640,109,539.72,295.45,562.63,313.84,1,dog
000000000127.jpg,481,640,127,157.91,86.33,201.89,102.77,5,umbrella
000000000127.jpg,481,640,127,213.55,49.56,278.24,120.16,5,umbrella
000000000127.jpg,481,640,127,107.52,147.13,639.4499999999999,481.0,5,umbrella
000000000127.jpg,481,640,127,381.97,221.21,567.1700000000001,345.96000000000004,5,umbrella
000000000127.jpg,481,640,127,300.92,286.33,405.14,445.24,5,umbrella
000000000127.jpg,481,640,127,294.0,0.0,398.85,104.67,5,umbrella
000000000127.jpg,481,640,127,179.15,263.57,305.1,404.72,5,umbrella
000000000127.jpg,481,640,127,257.22,194.11,386.29,286.63,5,umbrella
000000000127.jpg,481,640,127,0.0,148.96,64.35,230.91000000000005,5,umbrella
000000000127.jpg,481,640,127,104.35,1.49,132.84,46.03,5,umbrella
000000000127.jpg,481,640,127,265.55,95.15,479.81,118.56,5,umbrella
000000000127.jpg,481,640,127,131.36,3.19,164.08,58.92,5,umbrella
000000000127.jpg,481,640,127,196.88,147.35,249.63,183.62,5,umbrella
000000000127.jpg,481,640,127,346.67,276.28,431.58,358.6,5,umbrella
000000000127.jpg,481,640,127,106.04,99.04,171.04000000000002,148.49,5,umbrella
000000000127.jpg,481,640,127,444.17,8.67,466.92,44.42,5,umbrella
000000000127.jpg,481,640,127,111.94,123.64,581.9,286.94,5,umbrella
000000000257.jpg,480,640,257,16.0,301.0,627.0,479.0,4,backpack
000000000257.jpg,480,640,257,306.74,360.16,319.25,373.93,4,backpack
000000000257.jpg,480,640,257,27.58,303.1,33.27,310.21000000000004,4,backpack
000000000257.jpg,480,640,257,28.93,276.6,34.75,288.36,4,backpack
000000000257.jpg,480,640,257,190.83,330.6,211.46,370.37,4,backpack
000000000257.jpg,480,640,257,227.37,296.5,238.67,307.89,4,backpack
000000000257.jpg,480,640,257,225.17,327.33,240.38,396.87,4,backpack
000000000257.jpg,480,640,257,208.47,340.87,219.77,360.45,4,backpack
000000000257.jpg,480,640,257,519.96,323.81,640.0,480.0,4,backpack
000000000257.jpg,480,640,257,301.98,260.82,309.07,275.0,4,backpack
000000000257.jpg,480,640,257,473.61,320.43,498.39,334.38,4,backpack
000000000257.jpg,480,640,257,89.93,177.97,104.96,192.62,4,backpack
000000000257.jpg,480,640,257,93.13,344.24,99.01,356.72,4,backpack
000000000257.jpg,480,640,257,537.16,328.86,551.24,368.68,4,backpack
000000000257.jpg,480,640,257,295.6,261.4,301.99,273.6,4,backpack
000000000257.jpg,480,640,257,55.4,299.17,60.28,303.47,4,backpack
000000000257.jpg,480,640,257,138.11,325.59,153.66000000000005,364.04,4,backpack
000000000257.jpg,480,640,257,208.91,341.48,220.12,370.53,4,backpack
000000000257.jpg,480,640,257,472.6,340.88,478.74,345.48,4,backpack
000000000257.jpg,480,640,257,55.24,301.11,196.47,360.9500000000001,4,backpack
000000000257.jpg,480,640,257,77.65,326.41,97.95,374.58,4,backpack
000000000257.jpg,480,640,257,139.57,345.58,211.09,480.0,4,backpack
000000000257.jpg,480,640,257,125.19,325.45,135.32,362.48,4,backpack
000000000257.jpg,480,640,257,316.72,334.13,336.89000000000004,408.93,4,backpack
000000000257.jpg,480,640,257,89.3,197.24,112.83,230.02,4,backpack
000000000257.jpg,480,640,257,50.27,199.13,75.36,222.89,4,backpack
000000000257.jpg,480,640,257,249.17,277.96,454.11,400.93,4,backpack
000000000257.jpg,480,640,257,508.45,304.48,639.21,368.36,4,backpack
000000000257.jpg,480,640,257,236.74,326.46,265.12,406.18,4,backpack
000000000257.jpg,480,640,257,176.16,362.21,226.56,417.7,4,backpack
000000000257.jpg,480,640,257,264.09,330.65,280.46,403.53,4,backpack
000000000257.jpg,480,640,257,287.83,337.14,320.98,414.14,4,backpack
000000000257.jpg,480,640,257,570.98,327.79,585.73,370.03,4,backpack
000000000257.jpg,480,640,257,211.62,332.49,233.9,392.98,4,backpack
000000000263.jpg,640,591,263,1.66,13.3,388.99,605.0899999999999,2,elephant
000000000263.jpg,640,591,263,156.41,169.33,591.0,632.83,2,elephant
000000000307.jpg,480,640,307,384.0,49.38,432.22,65.95,1,dog
000000000307.jpg,480,640,307,351.64,366.74,421.75,473.53,1,dog
000000000307.jpg,480,640,307,406.3,197.82,577.94,365.58,1,dog
000000000308.jpg,426,640,308,0.0,47.31,185.08,426.0,5,umbrella
000000000308.jpg,426,640,308,45.74,15.34,208.71,281.23,5,umbrella
000000000308.jpg,426,640,308,111.18,78.76,145.69,166.56,5,umbrella
000000000308.jpg,426,640,308,381.09,23.47,556.89,419.44000000000005,5,umbrella
000000000308.jpg,426,640,308,364.5,223.93,388.95,283.71000000000004,5,umbrella
000000000308.jpg,426,640,308,235.4,149.48,260.25,208.06,5,umbrella
000000000308.jpg,426,640,308,436.24,237.87,449.33,250.96,5,umbrella
000000000308.jpg,426,640,308,134.68,28.65,268.4,424.09,5,umbrella
000000000308.jpg,426,640,308,0.0,236.45,119.66,421.21,5,umbrella
000000000308.jpg,426,640,308,146.34,156.05,196.0,255.36,5,umbrella
000000000308.jpg,426,640,308,276.24,63.14,363.85,137.7,5,umbrella
000000000308.jpg,426,640,308,0.03,170.46,67.58,297.64,5,umbrella
000000000308.jpg,426,640,308,345.8,73.1,395.69,249.38,5,umbrella
000000000312.jpg,427,640,312,419.34,249.44,567.06,372.09,2,elephant
000000000312.jpg,427,640,312,2.88,185.19,229.33,392.46,2,elephant
000000000312.jpg,427,640,312,225.83,193.98,434.68,374.92,2,elephant
000000000312.jpg,427,640,312,322.22,294.57,403.13,375.74,2,elephant
000000000312.jpg,427,640,312,491.41,176.27,640.0,375.68,2,elephant
000000000312.jpg,427,640,312,469.94,230.67,513.95,372.4,2,elephant
000000000315.jpg,427,640,315,587.28,155.77,593.0699999999999,168.72,5,umbrella
000000000315.jpg,427,640,315,183.79,369.11,302.78,427.0,5,umbrella
000000000315.jpg,427,640,315,325.41,172.63,340.56,209.09,5,umbrella
000000000315.jpg,427,640,315,208.08,249.08,292.95000000000005,295.49,5,umbrella
000000000315.jpg,427,640,315,16.63,249.3,156.07999999999998,358.63,5,umbrella
000000000315.jpg,427,640,315,464.18,106.26,530.77,138.64,5,umbrella
000000000315.jpg,427,640,315,222.0,265.39,294.91,295.23,5,umbrella
000000000315.jpg,427,640,315,300.73,182.05,327.16,215.34,5,umbrella
000000000315.jpg,427,640,315,0.0,323.2,63.34,407.6,5,umbrella
000000000315.jpg,427,640,315,222.21,245.04,282.52,264.58,5,umbrella
000000000315.jpg,427,640,315,233.05,290.74,309.72,309.91,5,umbrella
000000000315.jpg,427,640,315,3.33,401.49,104.25,421.45,5,umbrella
000000000315.jpg,427,640,315,216.27,220.78,267.49,244.11,5,umbrella
000000000315.jpg,427,640,315,13.47,95.22,225.58,227.91,5,umbrella
000000000315.jpg,427,640,315,142.01,116.77,295.54,206.01,5,umbrella
000000000315.jpg,427,640,315,227.26,130.18,316.52,197.92,5,umbrella
000000000315.jpg,427,640,315,130.5,117.07,254.28,220.7,5,umbrella
000000000315.jpg,427,640,315,0.0,137.22,78.68,247.56,5,umbrella
000000000315.jpg,427,640,315,0.0,96.66,159.53,357.45000000000005,5,umbrella
000000000315.jpg,427,640,315,423.91,42.74,462.13,132.61,5,umbrella
000000000315.jpg,427,640,315,375.26,134.42,425.01,159.14,5,umbrella
000000000315.jpg,427,640,315,281.04,114.62,370.19000000000005,135.19,5,umbrella
000000000315.jpg,427,640,315,280.63,131.3,348.44,172.89,5,umbrella
000000000315.jpg,427,640,315,124.49,219.59,209.78,392.69,5,umbrella
000000000315.jpg,427,640,315,532.23,186.95,578.5500000000001,243.03,5,umbrella
000000000315.jpg,427,640,315,542.18,159.83,566.4,202.44,5,umbrella
000000000315.jpg,427,640,315,575.41,195.26,625.5999999999999,242.76,5,umbrella
000000000315.jpg,427,640,315,546.97,139.88,560.86,174.01,5,umbrella
000000000315.jpg,427,640,315,325.78,130.7,409.78,170.57,5,umbrella
000000000315.jpg,427,640,315,93.06,388.46,152.83,421.7,5,umbrella
000000000315.jpg,427,640,315,203.42,275.39,495.13,405.89,5,umbrella
000000000315.jpg,427,640,315,202.91,111.75,331.31,182.86,5,umbrella
000000000315.jpg,427,640,315,211.05,223.8,274.27,248.9,5,umbrella
000000000315.jpg,427,640,315,623.03,162.55,630.55,188.55,5,umbrella
000000000315.jpg,427,640,315,493.48,148.66,542.57,333.37,5,umbrella
000000000315.jpg,427,640,315,102.67,358.57,144.06,370.34,5,umbrella
000000000315.jpg,427,640,315,116.31,327.06,180.04,389.23,5,umbrella
000000000315.jpg,427,640,315,45.0,169.0,572.0,290.0,5,umbrella
000000000315.jpg,427,640,315,384.0,109.0,488.0,172.0,5,umbrella
000000000315.jpg,427,640,315,338.69,139.27,400.53,331.9,5,umbrella
000000000328.jpg,491,640,328,434.75,283.15,469.76,301.79,4,backpack
000000000328.jpg,491,640,328,44.81,68.09,268.61,425.0,4,backpack
000000000328.jpg,491,640,328,197.91,90.52,403.04,479.86,4,backpack
000000000328.jpg,491,640,328,336.87,58.48,586.78,484.52,4,backpack
000000000328.jpg,491,640,328,0.6,104.76,588.27,479.5,4,backpack
000000000328.jpg,491,640,328,350.46,77.31,451.48,142.92000000000002,4,backpack
000000000328.jpg,491,640,328,462.06,177.54,480.37,221.35,4,backpack
000000000328.jpg,491,640,328,315.37,171.71,337.87,229.69,4,backpack
000000000328.jpg,491,640,328,12.03,171.36,131.48,250.99,4,backpack
000000000328.jpg,491,640,328,49.45,160.85,134.73000000000002,208.69,4,backpack
000000000328.jpg,491,640,328,245.65,220.95,332.09000000000003,258.37,4,backpack
000000000382.jpg,480,640,382,492.71,432.71,570.4399999999999,457.77,4,backpack
000000000382.jpg,480,640,382,517.71,365.61,534.9000000000001,388.66,4,backpack
000000000382.jpg,480,640,382,507.71,363.06,561.18,444.34,4,backpack
000000000389.jpg,480,640,389,0.0,256.72,141.3,478.92,4,backpack
000000000389.jpg,480,640,389,467.34,292.19,565.05,480.0,4,backpack
000000000389.jpg,480,640,389,91.3,249.63,183.0,420.25,4,backpack
000000000389.jpg,480,640,389,566.94,270.67,640.0,395.55,4,backpack
000000000389.jpg,480,640,389,516.91,269.97,590.7099999999999,415.9500000000001,4,backpack
000000000389.jpg,480,640,389,517.46,269.94,525.87,279.57,4,backpack
000000000389.jpg,480,640,389,140.99,84.05,509.06,473.65,4,backpack
000000000389.jpg,480,640,389,385.9,266.45,463.03,480.0,4,backpack
000000000389.jpg,480,640,389,562.5,371.81,639.74,479.84,4,backpack
000000000389.jpg,480,640,389,394.46,242.34,427.02,269.02,4,backpack
000000000389.jpg,480,640,389,306.65,300.73,372.08,480.0,4,backpack
000000000389.jpg,480,640,389,41.34,172.71,55.41,217.03,4,backpack
000000000389.jpg,480,640,389,170.84,285.24,218.83,332.59000000000003,4,backpack
000000000389.jpg,480,640,389,429.7,257.19,473.03,305.37,4,backpack
000000000597.jpg,248,640,597,1.67,154.93,56.84,188.37,2,elephant
000000000597.jpg,248,640,597,134.39,154.58,193.93,189.17,2,elephant
000000000597.jpg,248,640,597,196.39,142.72,271.69,190.1,2,elephant
000000000597.jpg,248,640,597,467.93,149.9,540.81,193.24,2,elephant
000000000597.jpg,248,640,597,383.54,148.45,452.66,191.47,2,elephant
000000000597.jpg,248,640,597,337.93,167.85,378.7,191.31,2,elephant
000000000597.jpg,248,640,597,89.53,162.19,124.38,188.33,2,elephant
000000000722.jpg,457,640,722,113.1,228.23,179.8,257.55,4,backpack
000000000722.jpg,457,640,722,0.0,215.57,46.05,248.52,4,backpack
000000000722.jpg,457,640,722,241.32,238.78,350.42,279.19,4,backpack
000000000722.jpg,457,640,722,59.0,185.0,602.0,303.0,4,backpack
000000000722.jpg,457,640,722,393.98,251.44,405.23,269.52,4,backpack
000000000722.jpg,457,640,722,444.94,251.33,457.89,270.97,4,backpack
000000000722.jpg,457,640,722,228.58,258.12,246.71,277.8,4,backpack
000000000722.jpg,457,640,722,383.06,278.08,409.94,304.23,4,backpack
000000000722.jpg,457,640,722,192.91,243.06,242.13,265.16,4,backpack
000000000722.jpg,457,640,722,253.43,249.87,368.1,292.38,4,backpack
000000000722.jpg,457,640,722,145.41,136.22,155.55,163.39,4,backpack
000000000722.jpg,457,640,722,23.76,138.87,34.45,169.34,4,backpack
000000000722.jpg,457,640,722,157.08,103.71,534.69,207.99,4,backpack
000000000722.jpg,457,640,722,587.95,184.94,640.0,292.71,4,backpack
000000000722.jpg,457,640,722,250.63,237.15,263.32,255.93,4,backpack
000000000722.jpg,457,640,722,96.64,0.0,155.7,8.44,4,backpack
000000000722.jpg,457,640,722,415.83,238.28,436.41,305.18,4,backpack
000000000722.jpg,457,640,722,482.71,241.4,498.68,290.21000000000004,4,backpack
000000000722.jpg,457,640,722,392.64,243.49,414.55,301.58000000000004,4,backpack
000000000722.jpg,457,640,722,80.15,248.93,139.28,387.13,4,backpack
000000000722.jpg,457,640,722,164.57,255.37,228.94,387.21,4,backpack
000000000722.jpg,457,640,722,576.71,253.78,592.2800000000001,301.07,4,backpack
000000000722.jpg,457,640,722,476.37,246.69,496.01,301.3,4,backpack
000000000722.jpg,457,640,722,550.55,19.36,640.0,124.73,4,backpack
000000000722.jpg,457,640,722,438.6,242.03,463.19,304.17,4,backpack
000000000722.jpg,457,640,722,459.42,247.32,474.84,300.52,4,backpack
000000000927.jpg,612,612,927,284.1,489.41,521.35,588.6,4,backpack
000000000927.jpg,612,612,927,528.79,105.65,593.8199999999999,163.5,4,backpack
000000000927.jpg,612,612,927,449.35,88.25,485.26,228.33,4,backpack
000000000927.jpg,612,612,927,165.22,101.7,194.7,187.93,4,backpack
000000000927.jpg,612,612,927,11.03,109.34,44.25,292.44,4,backpack
